outlet,Date,Attribute,Value,Day Name,Brand,Month,Channel
Naivas Kingara,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Naivas 
Naivas Capital,22/02/2025,Melano Cc Moistruriser,2,Saturday,Melano ,February,Naivas 
Naivas Capital,22/02/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,February,Naivas 
Naivas Greenspan,22/02/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,February,Naivas 
Naivas Greenspan,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Naivas 
Naivas Buruburu,22/02/2025,Melano Cc Moistruriser,4,Saturday,Melano ,February,Naivas 
Naivas Buruburu,22/02/2025,Melano Cc Sheet Mask,5,Saturday,Melano ,February,Naivas 
Naivas Buruburu,22/02/2025,Melano Cc Spot Essence,3,Saturday,Melano ,February,Naivas 
Naivas Juja City,22/02/2025,Melano Cc Moistruriser,1,Saturday,Melano ,February,Naivas 
Naivas Juja City,22/02/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,February,Naivas 
Naivas Juja City,22/02/2025,Melano Cc Spot Essence,2,Saturday,Melano ,February,Naivas 
Naivas Juja City,22/02/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,February,Naivas 
Naivas Juja City,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Naivas 
Naivas Juja City,22/02/2025,Acnes Scar Care,2,Saturday,Acnes ,February,Naivas 
Naivas Juja City,22/02/2025,Acnes Care Kit,1,Saturday,Acnes ,February,Naivas 
Naivas Nyali,22/02/2025,Melano Cc Moistruriser,3,Saturday,Melano ,February,Naivas 
Naivas Nyali,22/02/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,February,Naivas 
Naivas Nyali,22/02/2025,Melano Cc Spot Essence,2,Saturday,Melano ,February,Naivas 
Naivas Nyali,22/02/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,February,Naivas 
Naivas Nyali,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Naivas 
Naivas Nyali,22/02/2025,Acnes Care Kit,1,Saturday,Acnes ,February,Naivas 
Naivas Likoni,22/02/2025,Melano Cc Moistruriser,1,Saturday,Melano ,February,Naivas 
Naivas Likoni,22/02/2025,Melano Cc Spot Essence,3,Saturday,Melano ,February,Naivas 
Naivas West Side,22/02/2025,Melano Cc Moistruriser,2,Saturday,Melano ,February,Naivas 
Naivas West Side,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Naivas 
Naivas West Side,22/02/2025,Acnes Soothing Toner,1,Saturday,Acnes ,February,Naivas 
Naivas West Side,22/02/2025,Acnes Sealing Gel,1,Saturday,Acnes ,February,Naivas 
Naivas Gateway,22/02/2025,Melano Cc Moistruriser,1,Saturday,Melano ,February,Naivas 
Naivas Gateway,22/02/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,February,Naivas 
Naivas Gateway,22/02/2025,Melano Cc Spot Essence,2,Saturday,Melano ,February,Naivas 
Naivas Gateway,22/02/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,February,Naivas 
Naivas Gateway,22/02/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,February,Naivas 
Naivas Imara Daima,23/02/2025,Melano Cc Sheet Mask,3,Sunday,Melano ,February,Naivas 
Naivas Imara Daima,23/02/2025,Melano Cc Spot Essence,2,Sunday,Melano ,February,Naivas 
Naivas Imara Daima,23/02/2025,Acnes Mentholatum Bar Soap,1,Sunday,Acnes ,February,Naivas 
Naivas Imara Daima,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Naivas 
Naivas Imara Daima,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Naivas 
Naivas Capital,23/02/2025,Melano Cc Sheet Mask,2,Sunday,Melano ,February,Naivas 
Naivas Capital,23/02/2025,Melano Cc Spot Essence,1,Sunday,Melano ,February,Naivas 
Naivas Capital,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Naivas 
Naivas Greenspan,23/02/2025,Melano Cc Moistruriser,3,Sunday,Melano ,February,Naivas 
Naivas Greenspan,23/02/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,February,Naivas 
Naivas Greenspan,23/02/2025,Melano Cc Spot Essence,4,Sunday,Melano ,February,Naivas 
Naivas Buruburu,23/02/2025,Melano Cc Moistruriser,6,Sunday,Melano ,February,Naivas 
Naivas Buruburu,23/02/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,February,Naivas 
Naivas Buruburu,23/02/2025,Melano Cc Spot Essence,5,Sunday,Melano ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Moisturiser,2,Sunday,Acnes ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Naivas 
Naivas Buruburu,23/02/2025,Acnes Sealing Gel,3,Sunday,Acnes ,February,Naivas 
Naivas Juja City,23/02/2025,Melano Cc Sheet Mask,2,Sunday,Melano ,February,Naivas 
Naivas Juja City,23/02/2025,Melano Cc Spot Essence,1,Sunday,Melano ,February,Naivas 
Naivas Juja City,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Naivas 
Naivas Juja City,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Naivas 
Naivas Juja City,23/02/2025,Acnes Sealing Gel,2,Sunday,Acnes ,February,Naivas 
Naivas Nyali,23/02/2025,Melano Cc Moistruriser,1,Sunday,Melano ,February,Naivas 
Naivas Nyali,23/02/2025,Melano Cc Sheet Mask,2,Sunday,Melano ,February,Naivas 
Naivas Nyali,23/02/2025,Melano Cc Spot Essence,3,Sunday,Melano ,February,Naivas 
Naivas Nyali,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Naivas 
Naivas Nyali,23/02/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,February,Naivas 
Naivas Nyali,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Naivas 
Naivas Likoni,23/02/2025,Melano Cc Moistruriser,3,Sunday,Melano ,February,Naivas 
Naivas Likoni,23/02/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,February,Naivas 
Naivas Likoni,23/02/2025,Melano Cc Spot Essence,4,Sunday,Melano ,February,Naivas 
Naivas West Side,23/02/2025,Melano Cc Moistruriser,1,Sunday,Melano ,February,Naivas 
Naivas West Side,23/02/2025,Melano Cc Spot Essence,1,Sunday,Melano ,February,Naivas 
Naivas West Side,23/02/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,February,Naivas 
Naivas West Side,23/02/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,February,Naivas 
Naivas West Side,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Naivas 
Naivas West Side,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Naivas 
Naivas Gateway,23/02/2025,Melano Cc Moistruriser,1,Sunday,Melano ,February,Naivas 
Naivas Gateway,23/02/2025,Melano Cc Sheet Mask,2,Sunday,Melano ,February,Naivas 
Naivas Gateway,23/02/2025,Melano Cc Spot Essence,1,Sunday,Melano ,February,Naivas 
Naivas Gateway,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Naivas 
Carrefour Sarit,23/02/2025,Melano Cc Moistruriser,3,Sunday,Melano ,February,Carrefour 
Carrefour Sarit,23/02/2025,Melano Cc Sheet Mask,6,Sunday,Melano ,February,Carrefour 
Carrefour Sarit,23/02/2025,Melano Cc Spot Essence,6,Sunday,Melano ,February,Carrefour 
Carrefour Sarit,22/02/2025,Acnes Creamy Was 100G,4,Saturday,Acnes ,February,Carrefour 
Carrefour Sarit,22/02/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,February,Carrefour 
Carrefour Sarit,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Carrefour 
Carrefour Sarit,22/02/2025,Acnes Soothing Toner,1,Saturday,Acnes ,February,Carrefour 
Carrefour Sarit,22/02/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Creamy Wash 50G,4,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Moisturiser,4,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Scar Care,1,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes C10,1,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Soothing Toner,2,Saturday,Acnes ,February,Carrefour 
Carrefour Trm,22/02/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,February,Carrefour 
Carrefour Junction,22/02/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Junction,22/02/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Junction,22/02/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,February,Carrefour 
Carrefour Junction,22/02/2025,Acnes Moisturiser,3,Saturday,Acnes ,February,Carrefour 
Carrefour Junction,22/02/2025,Acnes Scar Care,1,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Moisturiser,2,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Scar Care,1,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,22/02/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,February,Carrefour 
Carrefour Two Rivers,22/02/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,February,Carrefour 
Carrefour Two Rivers,22/02/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,February,Carrefour 
Carrefour Two Rivers,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Carrefour 
Carrefour Two Rivers,22/02/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,February,Carrefour 
Carrefour Runda Mall,22/02/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Runda Mall,22/02/2025,Acnes Moisturiser,1,Saturday,Acnes ,February,Carrefour 
Carrefour Runda Mall,22/02/2025,Acnes Scar Care,1,Saturday,Acnes ,February,Carrefour 
Carrefour Runda Mall,22/02/2025,Acnes Sealing Gel,1,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Moisturiser,2,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Soothing Toner,1,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Multi Vimani Cleanser,3,Saturday,Acnes ,February,Carrefour 
Carrefour Hub,22/02/2025,Acnes Sealing Gel,1,Saturday,Acnes ,February,Carrefour 
Carrefour Mega,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Mega,23/02/2025,Acnes Mentholatum Bar Soap,4,Sunday,Acnes ,February,Carrefour 
Carrefour Mega,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Mega,23/02/2025,Acnes Multi Vimani Cleanser,3,Sunday,Acnes ,February,Carrefour 
Carrefour Mega,23/02/2025,Acnes Sealing Gel,4,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Moisturiser,3,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Scar Care,1,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Two Rivers,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Mentholatum Bar Soap,4,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Moisturiser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Scar Care,1,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Soothing Toner,1,Sunday,Acnes ,February,Carrefour 
Carrefour Junction,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Moisturiser,3,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Scar Care,1,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Soothing Toner,1,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Hub,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Carrefour 
Carrefour Runda Mall,23/02/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,February,Carrefour 
Carrefour Runda Mall,23/02/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,February,Carrefour 
Carrefour Runda Mall,23/02/2025,Acnes Sealing Gel,1,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Mentholatum Bar Soap,1,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Moisturiser,4,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Scar Care,1,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Sarit,23/02/2025,Acnes Sealing Gel,2,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Creamy Wash 50G,3,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Moisturiser,5,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Soothing Toner,2,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,February,Carrefour 
Carrefour Trm,23/02/2025,Acnes Sealing Gel,2,Sunday,Acnes ,February,Carrefour 
Goodlife Koinage,25/02/2025,Melano Cc Moistruriser,1,Tuesday,Melano ,February,Goodlife 
Goodlife Koinage,25/02/2025,Melano Cc Sheet Mask,1,Tuesday,Melano ,February,Goodlife 
Goodlife Koinage,25/02/2025,Melano Cc Spot Essence,2,Tuesday,Melano ,February,Goodlife 
Goodlife Kahawa Sukari,25/02/2025,Melano Cc Moistruriser,1,Tuesday,Melano ,February,Goodlife 
Goodlife Kahawa Sukari,25/02/2025,Melano Cc Spot Essence,1,Tuesday,Melano ,February,Goodlife 
Goodlife Kahawa Sukari,25/02/2025,Acnes Mentholatum Bar Soap,2,Tuesday,Acnes ,February,Goodlife 
Goodlife Kahawa Sukari,25/02/2025,Acnes Moisturiser,1,Tuesday,Acnes ,February,Goodlife 
Goodlife Kahawa Sukari,25/02/2025,Acnes Sealing Gel,1,Tuesday,Acnes ,February,Goodlife 
Goodlife Kahawa Sukari,26/02/2025,Melano Cc Moistruriser,2,Wednesday,Melano ,February,Goodlife 
Goodlife Kahawa Sukari,26/02/2025,Melano Cc Spot Essence,2,Wednesday,Melano ,February,Goodlife 
Goodlife Koinange,26/02/2025,Melano Cc Moistruriser,2,Wednesday,Melano ,February,Goodlife 
Goodlife Koinange,26/02/2025,Melano Cc Sheet Mask,3,Wednesday,Melano ,February,Goodlife 
Goodlife Koinange,26/02/2025,Melano Cc Spot Essence,2,Wednesday,Melano ,February,Goodlife 
Goodlife Koinange,27/02/2025,Melano Cc Spot Essence,1,Thursday,Melano ,February,Goodlife 
Carrefour Sarit,28/02/2025,Melano Cc Moistruriser,3,Friday,Melano ,February,Carrefour 
Carrefour Sarit,28/02/2025,Melano Cc Sheet Mask,11,Friday,Melano ,February,Carrefour 
Carrefour Sarit,28/02/2025,Melano Cc Spot Essence,6,Friday,Melano ,February,Carrefour 
Carrefour Sarit,28/02/2025,Acnes Mentholatum Bar Soap,2,Friday,Acnes ,February,Carrefour 
Carrefour Sarit,28/02/2025,Acnes Moisturiser,6,Friday,Acnes ,February,Carrefour 
Carrefour Sarit,28/02/2025,Acnes Sealing Gel,4,Friday,Acnes ,February,Carrefour 
Naivas Capital,28/02/2025,Melano Cc Moistruriser,15,Friday,Melano ,February,Naivas 
Naivas Capital,28/02/2025,Melano Cc Sheet Mask,4,Friday,Melano ,February,Naivas 
Naivas Capital,28/02/2025,Melano Cc Spot Essence,4,Friday,Melano ,February,Naivas 
Carrefour Mega,01/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Mega,01/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Mega,01/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Carrefour 
Carrefour Mega,01/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Carrefour 
Carrefour Mega,01/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Carrefour 
Carrefour Mega,01/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Carrefour 
Carrefour Junction,01/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Junction,01/03/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,March,Carrefour 
Carrefour Junction,01/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Junction,01/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Carrefour 
Carrefour Junction,01/03/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,March,Carrefour 
Carrefour Junction,01/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Carrefour 
Carrefour Two Rivers,01/03/2025,Melano Cc Moistruriser,2,Saturday,Melano ,March,Carrefour 
Carrefour Two Rivers,01/03/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,March,Carrefour 
Carrefour Two Rivers,01/03/2025,Melano Cc Spot Essence,2,Saturday,Melano ,March,Carrefour 
Carrefour Trm,01/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Trm,01/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Trm,01/03/2025,Melano Cc Spot Essence,3,Saturday,Melano ,March,Carrefour 
Carrefour Trm,01/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Carrefour 
Carrefour Trm,01/03/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,March,Carrefour 
Carrefour Trm,01/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Carrefour 
Carrefour Trm,01/03/2025,Acnes C10,1,Saturday,Acnes ,March,Carrefour 
Carrefour Galleria,01/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Galleria,01/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Galleria,01/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Carrefour 
Carrefour Galleria,01/03/2025,Acnes Moisturiser,2,Saturday,Acnes ,March,Carrefour 
Carrefour Galleria,01/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Carrefour 
Carrefour Galleria,01/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Carrefour 
Carrefour Sarit,01/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,01/03/2025,Melano Cc Sheet Mask,6,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,01/03/2025,Melano Cc Spot Essence,4,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,01/03/2025,Acnes Creamy Was 100G,6,Saturday,Acnes ,March,Carrefour 
Carrefour Sarit,01/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Carrefour 
Carrefour Sarit,01/03/2025,Acnes Sealing Gel,3,Saturday,Acnes ,March,Carrefour 
Carrefour Mega,02/03/2025,Melano Cc Moistruriser,2,Sunday,Melano ,March,Carrefour 
Carrefour Mega,02/03/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,March,Carrefour 
Carrefour Mega,02/03/2025,Melano Cc Spot Essence,2,Sunday,Melano ,March,Carrefour 
Carrefour Mega,02/03/2025,Acnes Creamy Wash 50G,3,Sunday,Acnes ,March,Carrefour 
Carrefour Mega,02/03/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,March,Carrefour 
Carrefour Mega,02/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Carrefour 
Carrefour Mega,02/03/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,March,Carrefour 
Carrefour Junction,02/03/2025,Melano Cc Sheet Mask,4,Sunday,Melano ,March,Carrefour 
Carrefour Junction,02/03/2025,Melano Cc Spot Essence,2,Sunday,Melano ,March,Carrefour 
Carrefour Junction,02/03/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,March,Carrefour 
Carrefour Junction,02/03/2025,Acnes Moisturiser,1,Sunday,Acnes ,March,Carrefour 
Carrefour Junction,02/03/2025,Acnes Scar Care,1,Sunday,Acnes ,March,Carrefour 
Carrefour Junction,02/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Carrefour 
Carrefour Two Rivers,02/03/2025,Melano Cc Moistruriser,2,Sunday,Melano ,March,Carrefour 
Carrefour Two Rivers,02/03/2025,Melano Cc Sheet Mask,2,Sunday,Melano ,March,Carrefour 
Carrefour Two Rivers,02/03/2025,Melano Cc Spot Essence,1,Sunday,Melano ,March,Carrefour 
Carrefour Trm,02/03/2025,Melano Cc Moistruriser,1,Sunday,Melano ,March,Carrefour 
Carrefour Trm,02/03/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,March,Carrefour 
Carrefour Trm,02/03/2025,Melano Cc Spot Essence,2,Sunday,Melano ,March,Carrefour 
Carrefour Trm,02/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Carrefour 
Carrefour Trm,02/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Carrefour 
Carrefour Trm,02/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Carrefour 
Carrefour Rongai,02/03/2025,Melano Cc Sheet Mask,3,Sunday,Melano ,March,Carrefour 
Carrefour Rongai,02/03/2025,Melano Cc Spot Essence,5,Sunday,Melano ,March,Carrefour 
Carrefour Galleria,02/03/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,March,Carrefour 
Carrefour Galleria,02/03/2025,Melano Cc Spot Essence,3,Sunday,Melano ,March,Carrefour 
Carrefour Galleria,02/03/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,March,Carrefour 
Carrefour Galleria,02/03/2025,Acnes Moisturiser,5,Sunday,Acnes ,March,Carrefour 
Carrefour Galleria,02/03/2025,Acnes Soothing Toner,1,Sunday,Acnes ,March,Carrefour 
Carrefour Galleria,02/03/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,March,Carrefour 
Carrefour Galleria,02/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Carrefour 
Naivas Capital,02/03/2025,Melano Cc Moistruriser,6,Sunday,Melano ,March,Naivas 
Naivas Capital,02/03/2025,Melano Cc Sheet Mask,6,Sunday,Melano ,March,Naivas 
Naivas Capital,02/03/2025,Melano Cc Spot Essence,5,Sunday,Melano ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Mentholatum Bar Soap,5,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Care Kit,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,02/03/2025,Acnes Sealing Gel,4,Sunday,Acnes ,March,Naivas 
Naivas West Side,02/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Naivas 
Naivas West Side,02/03/2025,Acnes Mentholatum Bar Soap,1,Sunday,Acnes ,March,Naivas 
Naivas West Side,02/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas West Side,02/03/2025,Acnes Scar Care,2,Sunday,Acnes ,March,Naivas 
Naivas West Side,02/03/2025,Acnes Care Kit,1,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Creamy Was 100G,3,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Scar Care,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,02/03/2025,Acnes Sealing Gel,1,Sunday,Acnes ,March,Naivas 
Naivas Mwembe Tayari,02/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Naivas 
Naivas Mwembe Tayari,02/03/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,March,Naivas 
Naivas Mwembe Tayari,02/03/2025,Acnes Mentholatum Bar Soap,4,Sunday,Acnes ,March,Naivas 
